@relation Act_Set_1

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute Activation {1,-1}

@data
113.823295,237.41477,22.421348,205.403621,9677.849605,6328.207604,0.616155,-0.022494,0.019687,0.857477,-1
402.835933,217.081806,233.479242,572.27137,14256.644933,9319.307543,0.574744,-0.021615,0.050249,0.815412,-1
275.546887,196.724532,128.408414,422.785786,10993.078689,7186.62217,0.643999,-0.038214,0.052471,0.895859,1
422.057698,520.701985,107.811727,736.872078,8770.716292,5772.156552,0.576727,-0.00277,0.017025,0.916472,1
230.886911,193.088837,101.464089,360.444309,17232.518079,11253.139279,0.638215,-0.023713,0.050206,0.851993,-1
92.217781,85.77232,34.555551,149.967389,14554.03449,9508.163428,0.581975,-0.028392,0.053796,0.77966,-1
290.510441,211.367714,142.055403,439.110023,112683.381426,73464.730185,0.635726,0.000835,0.055706,0.859549,1
210.397699,181.798427,82.104359,338.846704,18880.90497,12339.956986,0.554589,-0.037985,0.035152,1.009865,1
50.955097,61.171098,14.157571,87.826865,22509.543108,14721.588278,0.564213,-0.010553,0.066147,0.826928,-1
121.701686,268.416967,31.606575,211.906718,11375.731042,7866.92124,0.519222,-0.000922,0.051469,0.670699,-1
119.69864,126.947769,30.868812,208.688193,31060.662534,20243.302467,0.524047,-0.012027,0.065707,0.811085,-1
172.503072,208.273714,51.768339,293.357237,9510.142224,6374.570437,0.578228,-0.001077,0.073648,0.906531,1
104.316308,87.447851,43.324904,165.364525,112956.275445,73627.658446,0.629201,-0.015939,0.043982,0.800841,1
70.013493,53.700977,31.68162,108.382045,6808.757007,4456.280913,0.561217,-0.014993,0.054241,0.907808,1
447.662877,351.377269,182.634805,713.073637,15659.771099,10202.989611,0.554975,-0.015975,0.051537,0.94969,1
49.686291,112.611905,3.466275,96.063414,18971.796079,12390.007153,0.518163,0.002864,0.027978,0.823873,-1
604.975403,324.058941,349.488737,860.562911,10312.288942,6871.230522,0.592246,0.003444,0.028132,1.034194,1
125.968075,114.192718,40.16306,211.853698,8167.840294,5360.434871,0.480145,0.014248,0.03412,0.869229,-1
30.657132,38.025585,7.371835,53.983435,12547.768236,8221.469741,0.639293,0.026881,0.036517,0.530625,-1
323.325432,302.608234,120.672437,526.21121,10600.405117,6979.484835,0.545487,-0.02967,0.033544,0.91073,1
297.660618,195.539879,157.369219,438.103552,7614.622258,5048.33733,0.570115,-0.060397,0.05241,0.854301,-1
208.52385,153.937694,93.274611,323.912617,20132.953492,13118.631168,0.563776,-0.011953,0.021614,0.730577,1
79.058859,107.048524,20.944024,137.251147,7972.315351,5222.123785,0.593734,0.015195,0.0252,0.788766,-1
47.756897,55.414674,6.009152,89.567548,16883.654111,11011.580952,0.570461,0.010146,0.028075,0.973422,1
84.793277,126.36287,19.432473,150.264608,31142.509737,20336.935679,0.554076,0.005076,0.058591,0.842411,-1
56.513187,75.638722,11.764531,101.314291,30013.491505,19684.804581,0.605225,0.005148,0.063963,0.678169,-1
269.819844,151.898919,159.431813,380.428319,11893.496437,7806.640792,0.714522,0.013665,0.080795,0.754379,1
249.926725,159.589639,124.448876,375.544058,18371.67637,12036.693997,0.588527,-0.031422,0.044179,0.970243,1
84.849291,81.209719,34.069679,135.692853,7531.059564,4952.638084,0.545189,-0.020092,0.024435,0.861328,1
318.393769,288.343276,110.052602,526.995586,11679.806086,7686.207592,0.608462,-0.0213,0.053857,0.816588,-1
81.615963,85.521965,23.957828,139.355884,15098.902198,9843.201311,0.57036,-0.01761,0.040527,0.74504,-1
130.453232,99.904625,49.505665,211.426418,10097.186336,6615.963813,0.547448,-0.039105,0.064571,0.742193,-1
432.817878,362.286253,175.147308,690.912651,12608.138734,8246.747548,0.556305,-0.008973,0.033068,0.96025,1
72.756843,123.841406,8.242581,137.432994,6598.233098,4320.828567,0.443628,-0.031536,0.043258,1.007339,-1
210.882396,127.242157,116.23694,305.599459,20525.937628,13425.213515,0.577843,-0.000662,0.069822,0.999749,1
111.645853,84.956289,52.509374,170.864453,13027.940958,8485.942914,0.527513,0.009337,0.070045,0.914744,1
105.780398,114.432809,29.14397,182.528473,14113.751945,9240.012571,0.591758,0.006614,0.044432,0.74227,1
144.420904,177.25382,36.623929,252.448097,11880.89436,7766.021878,0.624897,0.015987,0.042456,0.716177,-1
130.829026,110.376125,47.410499,214.3626,6919.461125,4567.346506,0.588121,0.030903,0.073505,0.875985,-1
280.171385,283.003462,122.332136,438.185787,12452.743917,8164.606399,0.549232,0.007991,0.042438,0.898815,1
129.555789,169.746662,40.239944,219.122477,18655.757581,12172.180592,0.661768,-0.065805,0.04982,0.724265,1
89.412867,82.357706,38.051355,140.852726,8666.754895,5699.436997,0.654622,-0.010236,0.046948,0.732262,1
78.234284,77.333374,26.92638,129.606817,13790.117518,9020.65959,0.533434,-0.004956,0.033674,1.102946,1
64.102138,65.028163,21.11526,107.178985,10838.654196,7062.306944,0.558556,-0.000738,0.061817,0.757325,-1
280.93235,237.717062,109.60891,452.512648,12109.315055,7925.091916,0.599377,-0.005294,0.051803,0.833009,1
131.52241,108.916413,53.735314,209.382807,18997.119264,12423.529707,0.559767,-0.003452,0.067309,0.917488,-1
105.281745,176.560268,7.215172,203.629056,21020.925562,13742.616593,0.502485,-0.02693,0.031378,0.771072,-1
102.513245,114.421895,30.571727,174.541682,12397.035762,8095.532693,0.557199,-0.027392,0.059561,0.833011,-1
254.645276,226.223283,91.833736,417.603586,8009.344056,5246.298317,0.595417,-0.004828,0.032603,0.856518,1
133.517423,116.160878,47.893797,219.218934,24647.409631,16074.00222,0.56869,0.01047,0.031619,0.904791,-1
83.006686,63.69915,38.033952,128.04028,10068.797233,6640.527024,0.597677,-0.002446,0.087483,0.867824,1
11.275707,11.831874,2.968727,19.604463,14190.326134,9285.606017,0.696963,0.037541,0.042152,0.517082,-1
97.292414,129.600387,29.381266,165.378203,10835.513021,7095.868117,0.569822,0.013163,0.032774,0.56289,-1
187.2026,156.725762,70.564935,303.936773,8898.548623,5863.379059,0.52834,-0.03099,0.043316,0.769146,-1
174.698963,139.934919,66.551389,283.027856,16838.376064,10989.089173,0.647724,0.013343,0.050338,0.898032,1
218.61358,191.255367,76.580561,360.688831,11032.927616,7316.701019,0.66458,-0.04291,0.048305,0.690536,-1
173.091844,137.498782,64.300012,281.996127,11578.313299,7571.760208,0.646399,0.023408,0.080666,0.787981,-1
172.910855,162.554107,55.076003,290.85127,9770.414879,6403.058067,0.642173,0.006826,0.033948,0.873773,-1
127.599929,114.065431,49.593169,205.675705,17150.139532,11185.021881,0.645735,-0.00086,0.038925,0.698404,-1
51.94834,63.514349,11.825882,92.132939,14609.26037,9551.396193,0.519624,-0.028758,0.057719,0.811074,-1
12.630612,12.657946,4.241134,21.030328,14713.630094,9602.931824,0.574024,-0.000296,0.023437,0.765574,-1
78.611778,63.789873,32.483466,124.818103,15298.510993,10021.190288,0.547454,0.020849,0.078541,0.99021,1
101.74038,80.275457,42.205069,161.324169,31283.36861,20402.240635,0.584186,-0.04231,0.058554,0.887413,-1
180.430254,155.617065,67.189151,293.786194,5390.828386,3663.642992,0.58265,-0.007037,0.040683,0.864818,1
299.897437,206.265447,143.002472,456.939449,12989.826272,8518.2997,0.595031,0.024639,0.051873,0.958713,1
197.003768,184.168328,69.040792,325.153468,14085.782746,9227.352794,0.628486,-0.038667,0.046737,0.728419,-1
88.72752,124.697577,23.277081,154.315346,9921.164971,6532.406149,0.50596,0.009847,0.026032,0.799396,-1
37.375163,39.52879,10.924991,63.859274,111960.007919,72973.31917,0.519654,-0.028103,0.044539,0.731539,-1
287.332109,251.407654,108.666456,466.19667,10691.655058,7003.969194,0.623381,0.021186,0.033258,0.893213,1
15.012259,18.449486,3.835591,26.210052,14206.696795,9268.612002,0.64635,0.014532,0.058404,0.746771,-1
269.371541,324.562117,79.634275,459.407724,19417.871331,12665.264087,0.615755,-0.018536,0.041535,1.028153,1
179.215889,167.773932,53.72925,304.91212,7752.3593,5115.273079,0.469198,-0.035818,0.089268,0.935365,1
321.859601,260.72018,141.331689,502.608155,6260.093722,4140.955459,0.558042,-0.027224,0.045115,0.976723,1
107.340711,113.215459,31.094615,183.693071,9945.156227,6535.27565,0.524141,0.015922,0.027736,0.975361,1
136.052197,106.074952,48.80284,223.398232,12805.501722,8353.089842,0.522155,-0.008705,0.054129,0.841366,-1
272.050806,316.690834,70.830462,473.746416,9282.512549,6129.415761,0.586039,-0.020326,0.064391,0.894877,-1
360.19357,184.298634,227.587238,492.944034,20317.4084,13195.872431,0.55077,0.002341,0.048733,0.958655,1
223.372401,129.338959,127.375564,319.448951,15762.220208,10313.973481,0.525262,0.005726,0.038608,0.933392,1
530.290202,196.495481,372.448703,688.147021,21375.694801,13992.598827,0.614226,0.003105,0.018158,1.008059,1
59.494065,60.090512,19.271698,99.774619,11952.253649,8057.448323,0.590052,-0.045555,0.026995,0.722576,-1
5.18741,6.190738,1.112367,9.268079,113221.613377,73828.718131,0.572297,-0.015033,0.082423,0.472738,-1
57.532385,70.735009,15.844517,99.293252,15540.46459,10284.248443,0.541568,0.012089,0.051389,0.722178,-1
239.556636,338.243471,31.190923,448.533779,30981.028637,20197.992957,0.546266,0.014056,0.042694,0.882332,-1
165.549284,156.249558,56.532414,274.798632,9563.642163,6315.261987,0.567312,0.004525,0.030668,0.735995,1
65.457924,131.498803,5.89526,125.250456,10200.027995,6676.136494,0.591671,0.031775,0.068425,0.615895,-1
64.223764,168.700671,6.409989,122.156445,6825.029252,4553.226142,0.586942,-0.014383,0.04333,0.683769,-1
185.813357,133.540677,92.685013,279.01052,21871.818484,14261.113973,0.671711,-0.038356,0.026141,0.631722,1
113.834792,115.040986,38.082009,189.685207,10023.652527,6618.135169,0.517761,0.007732,0.0855,0.814962,-1
164.67671,123.712566,76.064842,253.353596,11114.10019,7287.329492,0.540365,-0.020234,0.041459,0.994868,1
295.56203,213.616576,133.287261,458.01357,16676.215555,10839.995585,0.572193,-0.005692,0.057976,0.929325,1
454.54867,393.718638,174.731185,734.905837,17880.86011,11654.677672,0.60494,0.013997,0.081698,0.85708,1
245.455815,202.267196,97.382834,393.730131,11561.258894,7551.985234,0.668534,0.074898,0.091311,0.774611,-1
349.638942,301.118699,134.778008,564.762142,72259.665117,47937.900208,0.566865,0.006971,0.032951,0.956361,1
221.359032,246.575206,74.668661,368.252059,10283.750654,6728.378224,0.528721,-0.020888,0.049323,0.976615,1
290.106018,225.850558,128.634726,451.820673,14295.478927,9340.116299,0.509206,-0.032485,0.070301,0.913856,1
431.897769,316.169971,187.143317,676.914342,13175.213947,8614.626662,0.587281,-0.040074,0.035414,0.969446,1
201.254281,344.788577,73.936424,328.75871,8810.373983,5961.876281,0.552293,-0.03361,0.046157,0.868889,-1
58.727936,77.109966,9.432656,108.107791,11062.730222,7324.503489,0.548179,-0.022838,0.045497,0.802784,-1
58.354702,60.524676,20.440528,96.320214,13275.116556,8680.518688,0.668414,0.004861,0.02506,0.620763,-1
81.728621,88.988183,24.094218,139.432457,11274.780124,7388.006,0.563051,-0.044515,0.061721,0.843189,1
135.921141,108.350669,56.582405,215.425341,13520.972704,9020.179225,0.559517,-0.000105,0.089174,1.039409,-1
228.046163,178.507836,91.485016,364.730333,17443.319851,11467.701025,0.484434,-0.02693,0.033474,1.017124,1
49.770005,56.499255,10.302873,89.317571,15903.825003,10454.562207,0.526061,-0.00072,0.057574,0.635433,-1
193.587017,181.136086,68.520473,318.774818,15925.708864,10394.949336,0.55392,-0.021037,0.062029,0.846602,-1
370.607857,265.605502,188.412105,552.955759,8692.353436,5685.704109,0.617021,0.020255,0.037623,0.761964,-1
191.838582,155.143629,87.995015,295.849713,13542.259652,8825.800689,0.647169,-0.022414,0.068113,0.745794,-1
244.249818,243.462336,58.609425,430.247716,8866.536435,5797.465574,0.525002,-0.01448,0.081008,0.852525,-1
205.076856,157.387082,84.038406,326.201061,10438.357998,6836.93589,0.508984,-0.014493,0.039813,1.031493,-1
212.229755,181.119176,80.668037,343.945026,13299.590845,8684.882258,0.59117,0.009067,0.067008,1.04818,1
192.867875,129.047683,100.99072,284.847913,16623.092492,10828.3487,0.60994,0.018083,0.098344,1.053272,1
%
%
%
