@relation Act_Set_1_pca

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute feature69 numeric
@attribute feature70 numeric
@attribute feature71 numeric
@attribute feature72 numeric
@attribute feature73 numeric
@attribute feature74 numeric
@attribute feature75 numeric
@attribute feature76 numeric
@attribute feature77 numeric
@attribute feature78 numeric
@attribute feature79 numeric
@attribute feature80 numeric
@attribute feature81 numeric
@attribute feature82 numeric
@attribute feature83 numeric
@attribute feature84 numeric
@attribute feature85 numeric
@attribute feature86 numeric
@attribute feature87 numeric
@attribute feature88 numeric
@attribute feature89 numeric
@attribute feature90 numeric
@attribute feature91 numeric
@attribute feature92 numeric
@attribute feature93 numeric
@attribute feature94 numeric
@attribute feature95 numeric
@attribute feature96 numeric
@attribute feature97 numeric
@attribute feature98 numeric
@attribute feature99 numeric
@attribute feature100 numeric
@attribute feature101 numeric
@attribute feature102 numeric
@attribute feature103 numeric
@attribute feature104 numeric
@attribute feature105 numeric
@attribute feature106 numeric
@attribute feature107 numeric
@attribute feature108 numeric
@attribute feature109 numeric
@attribute feature110 numeric
@attribute feature111 numeric
@attribute feature112 numeric
@attribute feature113 numeric
@attribute feature114 numeric
@attribute feature115 numeric
@attribute feature116 numeric
@attribute feature117 numeric
@attribute feature118 numeric
@attribute feature119 numeric
@attribute feature120 numeric
@attribute feature121 numeric
@attribute feature122 numeric
@attribute feature123 numeric
@attribute feature124 numeric
@attribute feature125 numeric
@attribute feature126 numeric
@attribute feature127 numeric
@attribute feature128 numeric
@attribute feature129 numeric
@attribute feature130 numeric
@attribute feature131 numeric
@attribute feature132 numeric
@attribute feature133 numeric
@attribute feature134 numeric
@attribute feature135 numeric
@attribute feature136 numeric
@attribute feature137 numeric
@attribute feature138 numeric
@attribute feature139 numeric
@attribute feature140 numeric
@attribute feature141 numeric
@attribute feature142 numeric
@attribute feature143 numeric
@attribute feature144 numeric
@attribute feature145 numeric
@attribute feature146 numeric
@attribute feature147 numeric
@attribute feature148 numeric
@attribute feature149 numeric
@attribute feature150 numeric
@attribute Activation {1,-1}

@data
-1923.897249,211.025012,-81.84871,-22.163323,-6.685538,-28.492003,32.725094,-9.674707,-7.005543,-13.655153,-6.769076,-2.110061,-2.611971,-3.034701,-1.182398,-11.493648,-4.518624,1.575761,0.052548,1.159475,1.131027,-1.361332,0.400217,2.212767,0.501965,-1.311723,-0.848615,-3.156648,1.317136,1.475566,2.526099,0.168889,-0.697505,0.047898,0.08466,-0.488367,0.107391,0.464258,-0.672202,0.360352,-0.448459,0.07585,0.049195,0.384282,0.03942,-0.19562,-0.327659,-0.445528,-0.117458,-0.199463,0.37088,-0.11299,0.358005,0.319389,-0.007197,0.268415,0.173235,-0.038672,-0.056974,0.252052,-0.219868,-0.038787,0.007502,-0.077366,0.283478,0.274335,-0.051585,0.004958,0.047092,-0.165694,0.158931,-0.351349,-0.147991,0.030397,-0.179952,0.060122,0.255555,0.1173,0.101231,0.107076,-0.037016,-0.194647,0.010978,-0.269982,0.011453,0.089535,0.021837,-0.050554,-0.037808,-0.128135,0.102355,0.114104,0.158067,0.034163,-0.023527,0.062582,-0.222315,0.085577,0.000141,0.063536,0.03268,-0.012013,-0.058732,0.078472,0.029291,0.020982,0.034184,0.023245,-0.002622,-0.033345,-0.054332,0.021688,0.015424,0.020697,0.031168,-0.038993,-0.020297,0.002157,-0.050356,-0.010391,0.00978,-0.058485,-0.001243,-0.019379,0.020299,0.031643,0.030048,0.016027,-0.021101,-0.003576,-0.000122,0.008294,0.001843,-0.008262,-0.002206,0.029295,-0.001126,0.025852,-0.001075,0.012293,-0.003112,0.002372,-0.020546,0.013693,-0.010404,-0.010054,-0.009791,-0.010515,0.000624,-0.000158,1
112933.83282,-204.453365,-50.681193,-4.682742,15.389424,-8.637129,2.950514,-3.743285,-13.402133,3.157165,-5.652096,-7.050936,8.088607,-10.367082,-1.222345,7.2324,4.326587,18.941919,1.036484,0.838887,-0.145252,0.083293,-2.17253,-3.404449,1.165623,1.99168,0.868401,-2.003789,2.025264,0.286588,-0.233005,-1.343349,0.300442,-0.536367,0.167547,0.1308,-0.124665,0.265212,-0.276598,-0.199093,0.523893,-0.382432,0.199936,-0.086221,-0.436485,0.165623,-1.033445,-0.168412,-0.170913,-0.06786,0.112957,0.489298,0.32836,0.349423,0.134956,-0.22759,0.242609,0.117344,-0.222856,-0.235009,-0.065963,0.415945,0.130294,-0.066851,-0.262553,0.239913,-0.103982,0.03438,-0.260659,0.081604,0.17367,-0.199543,-0.02143,0.021048,0.042271,-0.436039,-0.272162,-0.126062,-0.253039,-0.295382,0.076121,0.135097,-0.023939,0.08251,-0.049234,-0.096335,0.196086,-0.04962,0.041758,0.157132,-0.059257,0.145572,-0.088844,0.103951,-0.156932,0.02689,-0.094034,0.197226,0.132625,-0.134639,0.018666,-0.122093,-0.065054,-0.015686,0.013715,0.005658,0.093128,-0.031123,-0.067251,-0.061967,0.028739,0.012242,0.01422,0.029245,-0.025429,0.016999,0.046925,-0.014774,-0.028603,0.027678,-0.009815,-0.012721,0.030806,0.012728,0.015776,-0.008266,0.003851,-0.009815,-0.008063,-0.037127,0.0182,-0.01433,0.007908,-0.007698,-0.000426,0.014372,-0.018955,-0.002646,-0.007085,0.019949,0.008155,-0.005449,0.004779,-0.009003,0.011292,-0.009339,0.007499,0.004176,0.001175,0.005954,-1
-5334.962638,-219.312899,-19.603565,-8.991157,-17.476062,-22.155899,-0.881005,-0.08188,14.472531,-16.583283,-8.013504,-6.019122,-5.568337,4.206614,2.929637,4.974167,2.912463,-5.98002,-2.396839,2.383271,0.474527,5.744587,0.528434,1.731491,1.126132,0.759022,0.582275,0.522963,-0.940713,0.545331,0.357499,1.689265,0.347987,0.490704,0.189867,0.120691,0.08335,0.001674,0.029596,-0.187727,-0.453843,-0.039231,0.061662,-0.461122,-0.228878,0.039755,0.126767,0.020925,-0.375724,-0.022422,0.368633,-0.548418,0.222694,-0.070546,-0.165518,-0.083001,-0.034285,0.045507,-0.081998,-0.106387,0.428467,0.101119,0.083148,-0.141221,0.123013,0.007071,-0.196729,0.173638,0.133504,-0.27196,0.125949,-0.049566,-0.132484,-0.117726,0.01148,-0.010561,-0.205648,0.00941,0.030645,0.070083,-0.18711,-0.053936,0.013188,-0.017961,-0.003563,-0.080418,0.349587,0.087524,-0.027407,-0.121397,0.0012,-0.039048,0.013604,-0.044095,-0.035772,-0.075863,-0.026838,0.014153,-0.089756,-0.098957,0.027386,0.008421,0.002961,0.051432,-0.016475,-0.012397,-0.107632,0.045612,-0.039433,0.042861,0.014362,0.027274,0.06361,-0.000636,0.022978,0.008386,-0.008993,0.00145,0.014301,0.004095,-0.015538,-0.023193,0.011906,-0.04195,0.008242,0.018303,0.013129,-0.02075,-0.027247,-0.03043,0.000211,0.003843,-0.015753,0.00654,0.006882,-0.03183,0.00682,0.002015,0.005136,0.015759,0.007128,0.021321,-0.006567,-0.005914,-0.002388,0.001156,-0.020758,-0.009576,0.003584,-0.003117,1
-9802.262858,-141.611914,24.150914,-2.503994,-10.700204,2.961811,-10.898923,2.640156,-10.075295,0.767637,-0.334422,5.971262,-6.210117,10.225622,11.201597,2.662886,5.685691,-2.153191,-4.304358,-5.733234,1.259693,-2.27172,-0.393036,-0.28067,-1.742443,6.509924,-1.065712,0.611908,1.675216,-0.677699,-2.681019,0.213239,1.48409,0.194246,-0.173113,-0.65542,0.175653,0.452283,0.494941,-0.128547,0.18253,0.094376,0.090599,0.476214,0.156931,-0.040052,0.15567,-0.457359,-0.308806,0.311017,0.035122,0.120369,-0.54342,0.061646,-0.307356,-0.051443,0.003847,-0.08439,-0.27145,-0.195959,-0.130823,-0.136482,-0.101787,0.170789,-0.214955,-0.035308,-0.168311,-0.081793,0.100462,-0.081213,0.096983,0.003185,0.024794,-0.139682,0.00966,-0.207437,0.025717,0.164849,0.120638,-0.059747,-0.232185,-0.204204,0.072893,0.082827,-0.140869,0.095626,0.124778,-0.257787,0.063689,0.113612,-0.105348,-0.00883,0.124813,-0.063855,-0.079276,0.012573,0.083967,0.044591,-0.003656,0.128109,0.082477,-0.018828,0.054264,0.052389,-0.026333,0.048302,0.061884,-0.047522,-0.026749,-0.018239,-0.007342,-0.004852,0.02988,0.007011,-0.072224,0.017217,0.033086,0.002269,0.008317,-0.026735,-0.040941,0.032973,0.027246,0.002569,0.013901,-0.005652,-0.014053,0.047425,-0.001839,-0.019598,-0.017141,0.002536,0.012975,0.001431,0.02244,0.002265,0.006427,-0.011641,0.006175,0.018453,0.000434,-0.003875,-0.007734,-0.004063,-0.006622,0.001842,-0.017061,-0.011819,0.018604,-0.000207,-1
2412.916177,281.825673,-108.993719,-118.22063,17.966829,12.617156,19.105109,20.477404,0.590005,-4.134815,1.864538,-3.985839,0.856337,-3.881102,3.550753,-4.521095,7.89589,-1.02176,-0.492872,-2.647781,-2.625704,-0.175717,3.626889,-1.480577,1.206508,-1.661077,-2.481384,-1.660826,0.014746,0.816724,0.762295,0.800378,-0.690904,-1.417961,-0.106514,1.002711,-0.26386,-0.021011,-0.34935,0.095345,0.075071,-0.437662,-0.016377,-0.003673,-0.418107,-0.03464,-0.120051,0.056747,-0.007991,-0.303107,-0.188474,-0.115419,-0.103875,-0.02965,0.214041,0.145032,0.135665,0.26825,0.017386,0.17993,-0.105088,0.111881,0.152408,0.058603,0.33043,0.047771,-0.018394,-0.07525,0.152639,-0.177939,0.116076,0.167912,0.097093,-0.006515,0.073265,0.089943,0.190195,0.057316,0.211923,0.082457,-0.193145,-0.06618,0.159932,-0.017848,-0.020987,0.153746,0.119526,-0.09362,-0.046669,-0.103335,0.107966,0.144557,0.147419,-0.002935,0.06637,-0.026261,-0.041866,-0.115268,-0.174715,-0.024374,0.051424,-0.0394,-0.054813,0.074144,0.056809,-0.019708,-0.066779,0.010346,-0.031544,0.03896,0.052819,0.085767,-0.068628,0.032564,-0.036942,-0.001734,-0.039391,-0.033735,-0.002308,-0.004448,-0.011775,0.003213,0.014908,-0.009485,0.000966,-0.010873,-0.009676,-0.023809,0.030248,0.015266,0.000918,-0.015473,0.009024,-0.014636,0.010508,0.00757,-0.009444,0.006594,0.00665,-0.000652,-0.006381,-0.017654,0.015832,0.004556,0.001328,-0.000085,-0.003545,-0.006411,0.006684,-0.013514,1
-6809.234167,-105.912791,47.471674,-20.12689,4.422184,-14.231766,-3.99712,-4.43121,9.102315,-2.022407,4.715267,7.5471,0.357541,-1.225895,-6.731393,-9.49043,5.359128,1.196078,1.607351,-0.541601,-0.030539,3.701264,0.907409,-0.207057,2.674119,-2.177679,3.8665,-0.758723,0.856129,-1.744613,0.558043,1.403454,-0.469307,-0.073257,0.413708,-0.269044,-0.462576,-0.189629,-0.263769,-0.006707,0.13125,0.031274,0.595576,0.11745,-0.134564,-0.278003,-0.283055,0.170262,-0.039008,-0.034691,-0.005268,0.303349,0.177088,0.038817,-0.011357,-0.073335,0.201447,-0.162451,0.25078,0.270744,0.214407,-0.229314,0.040823,0.038762,-0.208671,-0.105611,-0.015364,-0.328787,-0.183056,-0.409043,-0.002076,-0.060462,-0.068782,0.06385,-0.011443,-0.200495,0.006765,-0.072432,-0.070012,-0.097249,0.110262,0.056379,0.191835,0.018303,0.034017,0.107352,-0.192836,0.008335,-0.109596,-0.197733,0.20562,-0.002505,-0.162653,-0.057577,-0.216872,0.04213,-0.038919,0.01585,0.212293,0.126926,0.028981,0.03199,0.070048,0.11256,0.070852,-0.025021,-0.047071,-0.075061,0.04357,0.063073,-0.004617,-0.00588,0.023686,0.00872,0.00666,0.022275,-0.001275,-0.006469,-0.021413,-0.007042,0.007927,0.033823,0.004988,-0.00949,0.017295,0.008321,0.025861,0.022882,0.000188,-0.008657,0.021184,0.006562,0.014785,0.00272,-0.010225,-0.004374,0.010525,-0.000336,-0.000817,-0.001441,-0.001534,0.005498,0.01176,0.02327,-0.001614,0.004661,0.000228,0.007375,-0.012346,0.003468,1
-13568.894043,141.730543,199.934503,-10.565227,31.069595,-9.903364,7.57863,-20.44352,9.953804,11.169427,11.019984,-8.159199,-2.326868,1.565664,-1.085615,2.418138,0.255743,1.027572,0.280658,-0.503813,-1.137649,0.530566,2.107902,2.471733,-1.224357,-0.177056,-0.393224,1.886246,1.948464,-1.164448,0.138564,-0.365815,0.204885,0.429729,1.009826,-0.392238,0.167025,-0.180987,0.161108,0.07139,-0.27724,0.023585,-0.452595,-0.054709,0.322599,0.267105,0.051551,0.257527,-0.161048,-0.40495,0.140003,0.002546,-0.185713,-0.000833,-0.035465,0.103112,-0.017252,0.505359,-0.093688,0.255869,-0.013607,0.259923,0.066178,-0.044589,-0.169159,0.028772,-0.015147,0.194138,0.024235,-0.258838,-0.034788,0.035309,0.065874,-0.042391,-0.026066,0.065504,0.060671,-0.047024,-0.076854,0.048157,0.577348,0.057797,-0.034609,-0.335749,0.054888,0.171964,-0.311713,-0.367718,0.190988,-0.047695,0.226371,0.189103,-0.119962,-0.029405,-0.156249,0.03714,0.060889,-0.046053,0.089221,-0.078248,-0.026968,0.045238,0.060648,0.022987,-0.00521,0.025039,0.047066,0.123718,-0.013909,0.032402,0.078367,-0.022389,-0.020701,-0.06402,-0.038939,-0.046012,0.061116,0.009708,-0.010915,-0.000479,0.022375,0.006328,0.013715,0.005757,-0.026768,-0.010994,-0.008636,0.002159,0.015877,-0.006885,0.003371,0.011119,0.027535,0.011503,-0.003194,-0.002003,0.004677,-0.009463,0.01522,0.017682,0.018483,0.001865,-0.016079,-0.001403,0.007926,0.018383,0.004414,0.004824,0.001458,-0.014499,-1
-9335.463696,32.914867,-22.463509,-12.175304,-71.724678,16.046204,-12.419596,-9.533128,27.383286,9.049641,4.619998,-0.083504,-2.444796,0.318473,8.815742,-2.723733,8.835206,-0.633417,3.679713,10.174214,0.878083,-0.066578,1.106841,0.944212,3.907051,3.644964,-3.05971,-2.44962,0.253366,1.417228,0.766497,-2.17431,-0.457095,-0.055732,-0.44558,0.396889,0.335808,-0.711784,0.081332,0.318896,-0.167824,0.231543,0.184603,-0.322912,0.145685,0.350477,-0.071451,-0.195255,0.053795,-0.288012,0.196421,-0.038757,0.249695,-0.031433,0.271748,0.216743,0.02825,0.26749,0.061227,0.09713,0.16105,-0.435567,0.015482,0.134207,0.130166,-0.270741,-0.175513,0.038748,-0.127055,0.002895,-0.032791,0.061,-0.241497,-0.217938,-0.064888,-0.075394,0.176638,-0.118274,0.239863,-0.07505,0.125661,0.007428,-0.05537,0.048191,-0.031026,-0.260817,0.029727,-0.068814,-0.120412,-0.088019,0.041692,-0.155792,-0.121602,0.086236,0.133991,0.1596,-0.062029,0.014841,-0.11193,-0.00503,-0.077993,-0.030962,0.024249,0.102506,-0.031026,0.027386,-0.018789,0.019698,0.021185,-0.035713,0.098835,-0.029967,0.060086,-0.030289,-0.025983,-0.005723,0.023666,0.013425,0.00713,-0.006259,0.00965,-0.002158,-0.036064,0.005912,0.001641,0.00545,-0.007483,-0.012022,-0.003251,-0.010232,-0.026886,-0.001513,0.006944,0.009062,-0.012841,0.00692,0.005132,0.012051,-0.01711,0.01259,0.003258,-0.00888,0.020635,0.001207,0.012427,-0.011163,0.011807,-0.008811,0.014573,0.004164,-1
-3978.758233,-21.810283,-18.525244,-41.105074,-35.758002,6.187934,32.70367,-6.516357,-7.900129,-5.999827,-4.25197,5.901084,5.183071,7.478471,1.780294,11.181608,-6.02055,6.657213,13.951106,-5.330109,3.075689,-2.391387,-0.074045,0.375572,-0.445472,-1.9611,-1.244396,2.299865,0.763551,-1.227108,-2.855012,0.605629,-0.920344,-0.137811,-0.047184,0.380121,-0.140211,0.040905,-0.362062,-0.373543,0.233619,-0.110154,-0.079056,0.189087,-0.934616,-0.15991,0.071765,0.357229,0.060066,0.934998,-0.334083,0.100482,-0.240305,0.232598,0.297772,0.194115,0.485205,-0.062155,0.21894,0.359289,0.014588,-0.151907,-0.371018,0.000847,-0.062896,0.024963,0.037354,0.496972,0.17809,-0.109152,-0.097992,-0.075888,0.24524,0.011694,-0.060262,-0.013233,-0.086282,-0.144266,0.033896,-0.084006,-0.048305,0.188655,0.110456,0.072217,-0.017446,0.04652,-0.11918,0.120068,0.073979,0.0287,0.100201,-0.076406,0.123027,0.015326,0.127507,0.211561,0.057878,-0.020985,-0.080964,-0.080908,0.005504,0.182018,-0.115341,0.019447,0.03968,-0.051991,0.094437,0.083385,0.087858,0.034337,0.014207,-0.018413,0.000954,0.002026,0.037196,0.043577,-0.028351,-0.043909,-0.042389,-0.015285,-0.006366,-0.004756,-0.01491,-0.038786,-0.000731,-0.038649,0.014333,-0.011576,-0.013505,0.001282,0.003491,0.005801,0.014459,-0.00917,0.00048,-0.015184,0.013576,0.003443,-0.013696,0.00827,-0.00322,0.005864,0.007302,0.014694,0.002507,0.012241,-0.007291,-0.009289,-0.005296,-0.009102,1
-10238.495339,115.718559,-25.366421,-34.017385,-5.167513,3.808839,-16.356242,-1.765455,5.523281,-11.516002,4.835761,-2.016922,-0.285049,9.26471,5.171374,-0.021693,-2.056864,8.310219,1.909534,-10.280191,5.677155,-1.706634,-0.813726,-0.95745,0.14257,-1.614614,0.089764,-4.678922,0.346315,0.097392,1.585849,0.117255,-0.449022,0.111838,1.163791,0.118779,0.312983,0.413303,-0.031408,-0.102447,-0.043146,0.374247,-0.407812,-0.073557,-0.35948,0.158868,0.428512,0.134755,0.262141,-0.118095,0.095415,0.332519,-0.467678,0.147765,-0.15226,0.209457,-0.001579,-0.029011,0.020902,-0.093958,0.215931,0.388625,0.124581,-0.018844,0.019236,0.086443,0.117415,0.172996,-0.151913,0.047539,-0.125504,-0.228383,0.046922,-0.043883,0.038032,0.026822,-0.176322,-0.019239,0.085263,0.062645,0.06068,0.050226,-0.051046,0.037174,0.014123,-0.045838,-0.091778,-0.115689,-0.083696,-0.224953,0.218768,-0.072448,-0.014478,-0.045601,-0.099233,-0.100461,-0.068847,-0.012082,-0.11926,0.056687,0.028538,-0.009764,-0.089118,-0.059391,0.055271,-0.012846,0.045109,-0.018809,-0.087752,0.062172,-0.0586,-0.019893,0.060479,-0.009764,-0.054487,-0.003962,0.007034,0.010647,0.007833,0.016906,-0.038653,-0.029079,-0.010888,0.043806,0.027674,0.023519,-0.006025,-0.002715,0.003519,-0.003952,0.00911,-0.005133,0.004031,0.027463,-0.011018,-0.018522,-0.012432,0.002358,-0.023111,0.00287,-0.01145,0.008786,-0.032338,0.002398,0.000609,0.00091,-0.005876,-0.001298,-0.015011,-0.0197,1
-1656.173683,-275.88188,-39.53634,-1.830482,-23.730225,-28.689163,-3.616307,-3.798105,-2.27822,-9.617882,-11.092962,-8.958954,-1.804217,-5.972874,7.744503,9.705455,0.379837,9.32263,5.526348,9.522861,-0.20801,0.065682,2.254292,-2.43421,-1.658762,-0.578357,-1.715405,-1.467049,-0.883585,-1.793752,0.855497,1.430176,-0.252444,-0.641784,0.249862,0.109583,-0.179353,0.213501,0.15502,-0.142558,0.108726,0.207016,-0.111824,0.040331,-0.154626,0.574052,-0.040616,0.095166,-0.056768,-0.101907,0.507188,0.180938,0.122893,-0.04851,0.199808,-0.032489,-0.039276,-0.04178,0.063949,-0.408615,0.226101,-0.02196,0.016917,-0.174367,0.227535,-0.051127,0.207563,0.168199,0.182039,0.258004,0.086384,0.035428,-0.13802,-0.118918,0.32436,0.16819,0.130499,0.247402,0.089804,-0.147978,0.024562,0.120636,0.018883,0.070599,0.106448,0.220369,-0.256121,0.029465,0.010838,0.025858,-0.244463,0.148373,0.003701,0.175242,0.01342,0.118233,0.055665,-0.039735,-0.005834,0.054645,0.228651,-0.032282,-0.016244,0.101629,-0.013381,0.071055,0.006672,0.046606,0.032012,0.015041,0.019652,-0.016103,0.024782,-0.008334,-0.017235,-0.011023,0.004303,-0.033854,-0.013372,-0.034357,0.014052,0.000341,-0.042813,0.01366,-0.013051,0.004457,0.012108,-0.009037,0.015484,-0.005706,0.011399,-0.010021,-0.013335,0.00618,-0.009467,0.012836,0.012963,-0.000905,-0.027514,0.02186,-0.015515,-0.00696,0.01876,0.009501,-0.011483,-0.020225,-0.00417,0.008999,0.010796,-0.003882,1
-7568.761603,-75.881911,32.745613,3.920705,-58.160767,-45.956629,5.439424,0.53949,0.710307,-3.070231,-14.041651,0.090768,4.334155,7.699584,7.231283,-5.58825,-8.332683,-1.270169,-3.917023,8.573388,-1.043907,1.954278,-3.448373,2.007943,2.31484,0.454261,-0.794255,1.422211,-0.711925,-1.243297,0.645879,0.283729,-0.720317,-0.204485,-0.195125,-0.473255,0.37334,0.056639,0.232487,-0.162698,0.193893,-0.292009,0.327422,0.236291,-0.078177,-0.060466,0.056748,-0.447705,-0.317883,-0.159037,0.096571,0.519283,0.280948,0.299604,0.02909,0.685346,-0.208942,0.307476,0.017756,0.169649,-0.17123,-0.017181,0.072931,-0.136367,-0.18002,-0.14853,-0.495661,-0.032602,-0.162547,-0.079601,-0.202637,-0.093695,-0.078968,0.001406,0.08509,0.105348,0.258283,-0.065875,-0.181669,0.011815,-0.338929,-0.101441,-0.157483,0.107889,0.030671,-0.229024,-0.026738,0.021766,-0.102249,-0.03167,0.012715,-0.081999,0.089252,-0.047702,0.061872,0.094447,-0.037528,-0.002553,-0.015744,0.094426,-0.053977,0.023379,-0.013562,-0.071964,0.097719,0.047201,-0.059472,-0.074875,-0.040242,-0.111288,0.017796,0.046681,-0.030602,-0.015024,-0.01504,0.005898,-0.009269,0.003694,-0.01482,0.017807,0.033063,0.03301,0.007261,0.023608,-0.010139,0.004842,-0.00176,0.010706,0.014215,0.008368,0.003299,-0.004591,-0.003116,0.000517,-0.006317,-0.007489,0.003028,-0.006796,-0.002228,0.000072,-0.027816,0.000567,-0.005407,0.005028,0.005069,0.012117,0.021442,0.006089,-0.016206,0.002971,1
112474.113497,-23.532507,-34.179138,42.506916,-39.616048,24.059882,-18.999866,-3.761106,8.752699,-7.332599,0.696155,-0.846076,2.199629,2.406041,-0.263583,3.93136,1.576741,-4.702572,0.657847,-0.153213,4.854309,0.803738,-1.406723,0.6784,2.562468,1.409566,3.284055,1.072752,-1.961676,-1.536942,-0.547801,-1.45557,1.213477,-0.925327,-0.918269,-0.025253,-0.444249,0.302182,-0.110887,0.615887,0.179313,-0.244356,0.517262,0.090666,0.12483,-0.595766,0.334849,0.110764,0.146506,-0.190439,-0.073184,-0.283159,-0.487807,-0.199069,0.087777,0.122642,-0.26811,0.085118,-0.190595,-0.321408,0.275642,0.19958,0.032116,0.152265,0.023801,0.139925,-0.089105,-0.134289,0.138194,0.122284,-0.447715,-0.008556,-0.04859,-0.130481,-0.112015,0.216034,0.152547,0.098701,-0.386767,0.127765,0.054641,-0.112695,-0.095577,0.049669,0.004135,0.146297,0.025973,-0.02379,0.006598,0.035642,0.104914,0.061275,-0.238612,-0.142035,-0.03616,0.01039,-0.011048,-0.00371,-0.054422,0.129518,0.028581,0.04153,-0.105808,0.059021,0.029232,0.020704,0.001946,0.019054,-0.058304,-0.009733,0.024755,-0.016075,-0.047019,-0.009524,0.020451,-0.012028,0.018813,-0.018368,0.014515,-0.014103,-0.016803,-0.023832,-0.028017,-0.000362,0.010606,0.004614,0.010049,0.019359,0.003631,0.004047,0.00106,0.000061,-0.001245,0.013122,-0.008819,-0.005272,0.01902,0.004921,-0.001823,-0.010403,0.007194,0.003065,-0.004931,0.005084,-0.017763,-0.005516,0.021039,0.010734,0.026197,0.007064,-1
7734.933306,325.705343,-14.285969,41.455112,-1.552267,-14.332015,-13.465142,-0.489883,5.296926,5.514439,4.340044,4.63805,-7.696009,9.874115,-3.042242,3.468924,6.363616,0.306991,-5.229136,0.647954,-0.337878,1.191695,0.589867,-0.344618,4.036531,-0.779925,1.4979,-1.359214,-1.821299,-2.348345,-0.282061,0.632709,0.542981,0.257756,0.52878,0.14218,0.168308,-0.151048,0.336891,0.007456,0.467648,-0.006614,0.318606,0.026464,-0.041737,-0.093878,-0.401359,-0.011583,-0.060697,0.033318,0.173938,0.091791,-0.04142,0.003125,-0.168406,0.091816,-0.116825,-0.046465,-0.278688,0.148844,-0.102441,-0.02328,0.031546,-0.033445,0.032979,0.022118,-0.272274,-0.029048,0.042839,-0.022214,0.156236,0.010722,0.08803,-0.120812,-0.016709,-0.003224,0.16994,0.149461,-0.046438,0.102519,-0.051257,-0.132554,0.004266,-0.052362,0.072642,0.002589,0.002276,-0.160735,0.025636,0.002278,0.027382,-0.078107,0.044336,-0.122625,-0.201615,0.067851,0.126743,-0.087029,0.115459,0.015682,-0.081497,-0.021447,0.082495,0.120312,-0.001473,-0.014561,0.050807,0.072586,0.012207,0.008365,0.059801,0.004858,-0.040357,0.043201,0.01285,0.004478,-0.022293,0.021318,0.010126,-0.00376,-0.006229,-0.029392,0.016231,-0.013205,-0.024491,-0.021425,0.023368,-0.007815,0.003387,0.007321,0.010034,0.005002,0.015572,0.023496,0.000829,0.014504,-0.012036,0.016131,0.006679,-0.012824,0.013317,-0.002582,0.006904,0.015698,0.002019,0.007675,-0.018985,-0.002052,-0.000565,0.00159,1
